#,"Región en la que vives actualmente","¿Cuántos años de experiencia tienes en Desarrollo Web?","Grado de instrucción",Edad,Género,"Situación laboral","Si eres trabajador dependiente, ¿estás en planilla?","Si eres trabajador independiente, ¿emites recibos por honorarios u otro comprobante de pago?","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?","Si comparas tu sueldo bruto actual respecto de tu sueldo de hace doce meses atrás, dirías que:","¿Qué sistema operativo usas principalmente para desarrollo web?",Other,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory",.NET,Go,Java,"node.js / io.js",PHP,Python,Ruby,"Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)","Bottle (Python)","Django (Python)","Flask (Python)","webpy (Python)","Cuba (Ruby)","Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,dojo,ember.js,jQuery,"jQuery UI",React,Zepto.js,Other,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,Other,Broccoli,Grunt,Gulp,Other,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,Other,CouchDB,"Apache Cassandra",MongoDB,Redis,Other,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",Other,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",Other,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",Other,"Si desarrollas web/apps móviles ¿Qué frameworks has utilizado para desarrollar web/apps móviles?",Other,"Start Date (UTC)","Submit Date (UTC)","Network ID"
6cad8ff9374e630d01bf4091c102ff34,Lima,"Cuatro a seis años",Maestría,"31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 3501 a 4500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",,,,,,,,"Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","4 a 6 años","4 a 6 años","4 a 6 años","Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails","Sinatra (Ruby)",AngularJS,backbone.js,D3.js,,ember.js,jQuery,"jQuery UI",React,Zepto.js,,CoffeeScript,Jade,LESS,PostCSS,SASS,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure",,,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,iOS,,,"Ionic Framework",,"2016-04-25 15:16:04","2016-04-25 15:39:06",a427345720
b0df473b01a1e4f77f20f719b23f983f,Lima,"Más de seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 4501 a 5500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","1 a 3 años","1 a 3 años","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,AngularJS,backbone.js,,,ember.js,jQuery,"jQuery UI",React,,,CoffeeScript,Jade,,,SASS,Stylus,,,,Gulp,,,"MySQL (y derivados)",,,,,,MongoDB,Redis,,"Amazon Web Services",,,,,,,,"Documentación en la web","Seminarios web",,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-25 15:34:20","2016-04-25 15:39:24",ecd484c6be
b530182bbec32bf45f1636f6220afc34,"La Libertad","Uno a tres años","Estudiante en instituto","17 - 23 años",Masculino,"Trabajo como independiente",Si,Si,0,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,,Consola,,,,,,,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","No conozco","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,jQuery,,,,,,,,,,Stylus,,,,,,"Microsoft SQL Server",,,,,,,,,nada,"Amazon Web Services",,,,,"En la universidad o instituto",,,,,,,,,,Android,,,,,nada,"2016-04-25 15:27:35","2016-04-25 15:43:11",edee5ca66c
b9a04f50d91ada4150d379bcf332cc07,"La Libertad","Menos de un año","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,,,,"En la universidad o instituto",,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo",,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-25 15:45:46","2016-04-25 15:51:36",15de6f93f4
bc4e129496418820b85e079a01cadbf6,Lima,"Cuatro a seis años","Estudiante en instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,0,"De 3501 a 4500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","Menos de 1 año","No conozco","Más de 6 años","1 a 3 años","4 a 6 años","Más de 6 años","Menos de 1 año","Play Framework (Java)","CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,,,,,,,"jQuery UI",,Zepto.js,,CoffeeScript,,,,SASS,Stylus,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,,,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure","Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-25 15:44:48","2016-04-25 15:56:39",31fac04e5e
4abce35a075e35d159cf36ff15c5db33,Lima,"Cuatro a seis años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",Si,No,1,"De 1501 a 2500","Ha aumentado",Windows,,,Consola,,,,,,,"4 a 6 años","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco",,,,,"Zend Framework (PHP)",,,,,,,,AngularJS,backbone.js,D3.js,,,jQuery,"jQuery UI",,,,,,,,,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,,,"Microsoft Azure","Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,"En grupos de amigos o compañeros de trabajo","Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,,,"2016-04-25 15:56:19","2016-04-25 16:01:30",3756bf4519
830ef7af0bab920d513ee0f9ae9f5134,Lima,"Más de seis años",Maestría,"31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,No,1,"De 5501 a más","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","No conozco","Menos de 1 año","1 a 3 años","Más de 6 años","1 a 3 años","1 a 3 años",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)","Zend Framework (PHP)",,"Django (Python)",,,,"Ruby on Rails",,AngularJS,backbone.js,,dojo,ember.js,jQuery,"jQuery UI",React,,,,,LESS,,SASS,,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,Redis,,"Amazon Web Services",,,,,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,"Comunidades locales de desarrolladores",,Android,iOS,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-25 15:56:40","2016-04-25 16:04:47",b21f39d917
4739fbe4eff3a6aba476f52b9d5db17e,Ayacucho,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",Si,No,0,"Menos de 1500 nuevos soles","Es igual",Linux,,,Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger",,,,,"1 a 3 años","No conozco","4 a 6 años","Menos de 1 año","1 a 3 años","Menos de 1 año","No conozco",,,"Laravel (PHP)","Symfony2 (PHP)",,,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,Broccoli,,,,,"MySQL (y derivados)","Oracle Database",,,,,MongoDB,,,,,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web",,,"En grupos de amigos o compañeros de trabajo",,,Android,,,,,,"2016-04-25 15:44:19","2016-04-25 16:06:36",4487c9776a
3f769ba0d54b74251e90b85138e3a191,Lima,"Uno a tres años","Graduado de universidad","31 - 40 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 2501 a 3500","Es igual",Windows,,,,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco",,,"Laravel (PHP)",,,,,,,,,,,,,,,jQuery,,,,,,,LESS,,,,,Broccoli,,,,,"MySQL (y derivados)",,,,CouchDB,"Apache Cassandra",,,,,"Google Cloud Platform",,,,,,,,"Seminarios web",,,,,,Android,,,,"React Native",,"2016-04-25 16:22:05","2016-04-25 16:26:39",7c42416cfa
d07b31f5948ed96b8d6fec4bdf4f9bbc,Ica,"Uno a tres años","Graduado de instituto","24 - 30 años",Masculino,"Trabajo como dependiente",No,Si,1,"De 1501 a 2500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","1 a 3 años","No conozco","Menos de 1 año",,"CodeIgniter (PHP)",,,"Zend Framework (PHP)",,,,,,,,,,,,,jQuery,"jQuery UI",,,,,,,,,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web","Seminarios web",,"Cursos en línea, en plataformas de pago","En grupos de amigos o compañeros de trabajo",,,Android,,,,Phonegap,,"2016-04-25 16:37:45","2016-04-25 16:43:11",363d5f94b1
7ac266922be00cb7ae0297e4b12cc2f1,Lima,"Menos de un año",Maestría,"31 - 40 años",Masculino,"Trabajo como independiente",No,Si,1,"De 1501 a 2500","Ha disminuido",Windows,,,,,,,,,,"Menos de 1 año","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año","No conozco","Play Framework (Java)",,,"Symfony2 (PHP)","Zend Framework (PHP)",,,,,,"Ruby on Rails",,,backbone.js,,,,jQuery,,,,,,,LESS,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,,,"Microsoft Azure",,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,,,,,,,"2016-04-25 16:34:11","2016-04-25 16:52:48",5969526d99
3ddbfc4923aa938fe419c95336f668ba,Cajamarca,"Menos de un año","Estudiante en universidad","24 - 30 años",Masculino,"No trabajo actualmente",No,Si,0,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,"Inspector / Elements / DOM Explorer",Consola,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","Menos de 1 año","No conozco","No conozco","Menos de 1 año","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,jQuery,,,,,,,,PostCSS,,,,Broccoli,,,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,"Google Cloud Platform",,"Una nube privada (implementación a medida)",,,"Cursos de educación continua (fuera de los planes de estudio superiores)",,"Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,,,,"Ionic Framework",,"2016-04-25 17:06:29","2016-04-25 17:11:15",e877e01086
a2dd1d47870cc3399b9f8c75fb3b6f67,Piura,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",No,No,0,"Menos de 1500 nuevos soles","Ha disminuido",Windows,,,,"Editor de estilos / Sources / Resources",,,,,,"Menos de 1 año","No conozco","1 a 3 años","No conozco","1 a 3 años","Menos de 1 año","No conozco","Play Framework (Java)",,,,,,,,,,,,,,,,,,"jQuery UI",,,,,,LESS,,,Stylus,,Broccoli,,,,,"MySQL (y derivados)",,,,,"Apache Cassandra",,,,,"Google Cloud Platform",,,,"En la universidad o instituto",,,,,,,,,,Android,,,,"Ionic Framework",,"2016-04-25 17:06:20","2016-04-25 17:13:09",e67f35c3f4
ea4161669f7e7667af4528022166771a,Arequipa,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"No trabajo actualmente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,"Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,"Django (Python)",,,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,,SASS,Stylus,,,,,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,,,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,"Comunidades locales de desarrolladores",,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-25 17:29:44","2016-04-25 17:37:25",1e2663c782
274af0172283a7df00ec5774bf23362b,Cusco,"Cuatro a seis años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",Si,No,1,"De 1501 a 2500","Es igual",Windows,,"Inspector / Elements / DOM Explorer",,,,,,,,"1 a 3 años","No conozco","Más de 6 años","1 a 3 años","1 a 3 años","No conozco","No conozco",,,,,,,,,,,,,,,,,,,,,,,,,,,SASS,,,,,,Architec,,"MySQL (y derivados)",,,,,,MongoDB,,,,"Google Cloud Platform",,,,"En la universidad o instituto",,,,,,,,,,Android,,,,"Ionic Framework",,"2016-04-25 17:14:23","2016-04-25 17:39:59",9e5bfe076a
e0bb426b8fe4f7f26e908acdae488edd,Lima,"Más de seis años","Estudiante en instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 4501 a 5500","Ha aumentado",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance","Inspector de almacenamiento / Resources / Storage","Vista de diseño adaptable / Device mode / Emulation / Responsive design mode","Inspector de memoria / Profiles / Memory","No conozco","No conozco","Menos de 1 año","Menos de 1 año","4 a 6 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)",,"Zend Framework (PHP)",,,,,,,,AngularJS,backbone.js,,,,jQuery,,,,,,,,,,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",,,,,MongoDB,Redis,,"Amazon Web Services",,,,,,"Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,"Ionic Framework",,"2016-04-25 17:46:17","2016-04-25 17:51:22",cd1dc1acb5
777ac525e7db2e154cc366ad06015ab6,Ancash,"Menos de un año","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Windows,,,,,"Depurador de JavaScript / Debugger",,,,,"1 a 3 años","No conozco","1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año",,,"Laravel (PHP)",,,,"Django (Python)",,,,"Ruby on Rails",,,,,,,jQuery,,,,,,Jade,,,,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,MongoDB,,,,"Google Cloud Platform","Microsoft Azure",,,"En la universidad o instituto",,,,,,"Cursos en línea, en plataformas de pago",,,,Android,,,,,,"2016-04-25 17:50:33","2016-04-25 17:58:26",7c2203b7c8
ab7d762485be7414325c919ad2255052,Puno,"Más de seis años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente",Si,No,0,"Menos de 1500 nuevos soles","Es igual",Mac,,,,,,,,,,"No conozco","No conozco","4 a 6 años","Menos de 1 año","1 a 3 años","No conozco","No conozco",,,,,,,,,,,,,,,,,,,"jQuery UI",,,,,,,,,,,,,,,,"MySQL (y derivados)","Oracle Database",PostgreSQL,,,,,,,,"Google Cloud Platform",,,,,,,"Documentación en la web",,,,,,,,,,,,,"2016-04-25 17:55:04","2016-04-25 18:00:52",65f42145ae
e7d3da3109564d571504ac6b17879da0,Lima,"Más de seis años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"De 3501 a 4500","Es igual",Mac,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources","Depurador de JavaScript / Debugger","Rendimiento / Timeline / Performance",,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)",,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,LESS,,,,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)","Oracle Database",PostgreSQL,,,,MongoDB,,,"Amazon Web Services",,,,,,,,"Documentación en la web",,,,,"Comunidades locales de desarrolladores",,,iOS,,,,,"2016-04-25 16:52:52","2016-04-25 18:02:44",dffb792b11
fb0031d3a48f5eab6d24ec8af172c0e5,Lambayeque,"Uno a tres años","Graduado de universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,No,1,"Menos de 1500 nuevos soles","Es igual",Linux,,"Inspector / Elements / DOM Explorer",Consola,,,,,,,"No conozco","No conozco","Menos de 1 año","No conozco","1 a 3 años","Menos de 1 año","No conozco",,,,,,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,,,,,Grunt,,,,"MySQL (y derivados)",,PostgreSQL,,,,,,,,,,,,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,,,,,,,"2016-04-25 17:57:13","2016-04-25 18:03:58",5dd3fb5fd8
19ccfdc9ae79a0219ec204d34ff63205,Apurimac,"Uno a tres años","Graduado de universidad","17 - 23 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 2501 a 3500","Es igual",Linux,,"Inspector / Elements / DOM Explorer",,,,,,,,"1 a 3 años","No conozco","Menos de 1 año","1 a 3 años","4 a 6 años","1 a 3 años","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)",,,"Django (Python)",,"webpy (Python)",,"Ruby on Rails",,AngularJS,,,dojo,,,"jQuery UI",,,,,Jade,,,SASS,,,,Grunt,Gulp,,,"MySQL (y derivados)",,PostgreSQL,,CouchDB,"Apache Cassandra",MongoDB,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto","Cursos de educación continua (fuera de los planes de estudio superiores)","Libros, revistas y otras publicaciones impresas","Documentación en la web","Seminarios web","Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,Cordova,,"2016-04-25 18:29:04","2016-04-25 18:43:17",1616042da5
37729726daa0ca983a4fb3b2d20de597,Junín,"Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como independiente",No,Si,1,"Menos de 1500 nuevos soles","Es igual",Linux,,,,,"Depurador de JavaScript / Debugger",,,,,"Menos de 1 año","No conozco","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,,,"Django (Python)",,,,"Ruby on Rails",,,,,,,jQuery,"jQuery UI",,,,CoffeeScript,,,,,Stylus,,,Grunt,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,"Google Cloud Platform","Microsoft Azure",,,"En la universidad o instituto",,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)","Cursos en línea, en plataformas de pago",,,,Android,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-25 18:43:11","2016-04-25 18:51:01",7ac4514e5b
5fff12d5ff066ea13fa8beccda65c5f4,Lima,"Menos de un año","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como dependiente e independiente",No,No,1,"De 1501 a 2500","Ha aumentado",Linux,,"Inspector / Elements / DOM Explorer",Consola,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","No conozco","No conozco","Menos de 1 año","No conozco",,,,,,,"Django (Python)",,,,,,AngularJS,,,,,jQuery,,,,,,,,,,Stylus,,,,Gulp,,,"MySQL (y derivados)",,PostgreSQL,,,,MongoDB,,,,,,"Una nube privada (implementación a medida)",,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,,,"2016-04-25 18:48:56","2016-04-25 18:52:47",1653cea243
23ef2f2ec03719191fbee37a8124ca6e,Arequipa,"Uno a tres años","Estudiante en instituto","17 - 23 años",Masculino,"No trabajo actualmente",No,No,1,"De 2501 a 3500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","No conozco","No conozco","1 a 3 años","No conozco","No conozco",,"CodeIgniter (PHP)","Laravel (PHP)","Symfony2 (PHP)",,,,,,,,,,,,,,jQuery,"jQuery UI",,,,,Jade,,,SASS,,,,,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,,,,,,,,,,,"Documentación en la web",,"Cursos en plataformas MOOC (gratuitos, masivos y con evaluaciones)",,,,,Android,,,,Cordova,,"2016-04-25 18:55:12","2016-04-25 18:59:55",dac4896307
775b31296c6dff66eec0e24781c6140e,Lima,"Uno a tres años","Estudiante en universidad","24 - 30 años",Masculino,"Trabajo como dependiente e independiente",No,Si,0,"De 1501 a 2500","Ha aumentado",Windows,,,Consola,"Editor de estilos / Sources / Resources",,,,,,"No conozco","No conozco","Menos de 1 año","No conozco","1 a 3 años","No conozco","No conozco","Play Framework (Java)",,,,,,,,,,,,AngularJS,,,,,,,,,,,,,PostCSS,,,,,Grunt,,,,"MySQL (y derivados)",,,,,,MongoDB,,,,"Google Cloud Platform",,,,"En la universidad o instituto",,,"Documentación en la web",,,,,"Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,Cordova,,"2016-04-25 19:19:20","2016-04-25 19:23:26",4f3a1de4c7
29a5f92e115e89a3d861d944c2e79977,Lima,"Más de seis años","Estudiante en universidad","31 - 40 años",Masculino,"Trabajo como dependiente",Si,Si,1,"De 2501 a 3500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",Consola,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"No conozco","No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,,,,,,,,,,"Ruby on Rails",,AngularJS,,,,,jQuery,"jQuery UI",,,,,,,,SASS,,,,Grunt,,,,"MySQL (y derivados)",,,,,"Apache Cassandra",,,,,,,"Una nube privada (implementación a medida)",,"En la universidad o instituto",,,"Documentación en la web","Seminarios web",,"Cursos en línea, en plataformas de pago",,"Comunidades locales de desarrolladores",,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-25 18:05:45","2016-04-25 19:27:33",72671162a3
3f291ff1fb32ae293e9411af40c45a14,Lambayeque,"Uno a tres años","Estudiante en universidad","17 - 23 años",Masculino,"Trabajo como independiente",No,No,0,"Menos de 1500 nuevos soles","Es igual",Windows,,,,"Editor de estilos / Sources / Resources",,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","Play Framework (Java)",,"Laravel (PHP)",,,,,,"webpy (Python)",,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,,PostCSS,,,,,Grunt,,,"Microsoft SQL Server","MySQL (y derivados)",,,,,"Apache Cassandra",,,,"Amazon Web Services","Google Cloud Platform","Microsoft Azure",,,"En la universidad o instituto",,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,,"En grupos de amigos o compañeros de trabajo",,,,iOS,,,Cordova,,"2016-04-25 19:06:50","2016-04-25 19:34:26",61c83dfa58
88e8b835e9b8c6445640a8e57064f223,Lima,"Más de seis años","Graduado de instituto","31 - 40 años",Masculino,"Trabajo como dependiente e independiente",Si,Si,1,"De 3501 a 4500","Ha aumentado",Windows,,"Inspector / Elements / DOM Explorer",,,,,,"Vista de diseño adaptable / Device mode / Emulation / Responsive design mode",,"Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","Más de 6 años","Menos de 1 año","Menos de 1 año",,"CodeIgniter (PHP)","Laravel (PHP)",,,,,,,,,,AngularJS,,,,,jQuery,"jQuery UI",,,,,Jade,LESS,,SASS,Stylus,,,,Gulp,,"Microsoft SQL Server","MySQL (y derivados)",,,,,,,Redis,,"Amazon Web Services",,,"Una nube privada (implementación a medida)",,,,"Libros, revistas y otras publicaciones impresas","Documentación en la web",,,"Cursos en línea, en plataformas de pago",,,,,,"Webapps móviles (web móvil o app para Android/iOS)",,Phonegap,,"2016-04-25 19:38:22","2016-04-25 19:43:08",fef2d733a3
