Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual BRUTO (antes de descuentos) en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Género,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos],¿Haces desarrollos para plataformas móviles? ¿Para cuáles? (NUEVO)
3/26/2014 17:14:26,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,4 a 6 años,4 a 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, backbone.marionette.js (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,,Sí,4 a 6 años,No conozco,No conozco,Menos de 1 año,,,"Android, iOS, Webapps móviles (en general)"
3/26/2014 17:30:42,17 - 23 años,Lima,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, En grupos de amigos o compañeros de trabajo",1 a 3 años,Menos de 1 año,1 a 3 años,,,Sí,1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Android
3/26/2014 17:38:27,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente,jQuery,Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,1 a 3 años,Más de 6 años,,,No,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/26/2014 17:45:06,31 - 40 años,Arequipa,No conozco,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), dojo, jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas",Menos de 1 año,No conozco,Más de 6 años,,,No,Más de 6 años,No conozco,No conozco,Menos de 1 año,,,"Android, Webapps móviles (en general)"
3/26/2014 17:59:43,24 - 30 años,--Seleccione--,1 a 3 años,No conozco,No conozco,Menos de 1 año,1 a 3 años,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,,"Android, Webapps móviles (en general)"
3/26/2014 18:03:37,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,4 a 6 años,Menos de 1 año,,Menos de 1 año,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",1 a 3 años,No conozco,4 a 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 18:10:27,17 - 23 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,jQuery,Masculino,Windows,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 19:21:51,24 - 30 años,--Seleccione--,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Mac,Documentación en la web,No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/26/2014 19:27:09,24 - 30 años,Lima,1 a 3 años,Menos de 1 año,Menos de 1 año,Menos de 1 año,4 a 6 años,,1 a 3 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 8501 a 9500,Graduado de universidad,Trabajo como independiente,"dojo, jQuery, jQuery UI, YUI",Femenino,Mac,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Más de 6 años,,,No,Menos de 1 año,1 a 3 años,No conozco,Menos de 1 año,,,"Android, iOS, Webapps móviles (en general)"
3/26/2014 20:36:26,24 - 30 años,Piura,1 a 3 años,No conozco,No conozco,4 a 6 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"dojo, jQuery",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas",4 a 6 años,No conozco,1 a 3 años,,,No,No conozco,No conozco,Menos de 1 año,No conozco,,,Android
3/26/2014 20:51:08,24 - 30 años,Puno,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,4 a 6 años,4 a 6 años,Menos de 1 año,Más de 6 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,Más de 6 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,
3/26/2014 20:51:20,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,No conozco,,,
3/26/2014 21:07:22,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,4 a 6 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto",Menos de 1 año,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 21:31:15,17 - 23 años,Piura,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,No trabajo,jQuery,Masculino,Windows,"En la universidad o instituto, Libros, revistas y otras publicaciones impresas",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/26/2014 21:33:56,12 - 16 años,Huánuco,1 a 3 años,Menos de 1 año,No conozco,4 a 6 años,1 a 3 años,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 1501 a 2500,Escolar,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, dojo, ember.js (NUEVO), jQuery, jQuery UI, Prototype, zepto.js (NUEVO), phantom.js",Femenino,Mac,"Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,No conozco,4 a 6 años,,,Sí,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,,,"Android, Blackberry, iOS, Webapps móviles (en general), Windows Phone"
3/26/2014 21:42:18,31 - 40 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,4 a 6 años,1 a 3 años,4 a 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto",1 a 3 años,No conozco,No conozco,,,No,Menos de 1 año,No conozco,No conozco,No conozco,,,
3/26/2014 21:53:36,31 - 40 años,La Libertad,Menos de 1 año,No conozco,Menos de 1 año,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,1 a 3 años,1 a 3 años,,,,,,,,De 4501 a 5500,Graduado de instituto,Trabajo como dependiente,jQuery,Masculino,Mac,"Seminarios web, En la universidad o instituto, Cursos en línea",1 a 3 años,No conozco,No conozco,,,No,No conozco,No conozco,No conozco,No conozco,,,iOS
3/26/2014 22:03:04,24 - 30 años,Áncash,No conozco,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Cursos en línea",Menos de 1 año,No conozco,1 a 3 años,,,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/26/2014 23:53:45,17 - 23 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js, backbone.js + chaplin.js (NUEVO), backbone.marionette.js (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",Menos de 1 año,No conozco,1 a 3 años,,,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,,iOS
3/27/2014 0:32:37,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,4 a 6 años,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI, MooTools, YUI",Masculino,Windows,"Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,"Android, iOS, Webapps móviles (en general)"
3/27/2014 0:50:40,24 - 30 años,Piura,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,,,,,,,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,4 a 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Webapps móviles (en general)
3/27/2014 1:01:19,24 - 30 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,No conozco,,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"jQuery, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores)",1 a 3 años,Menos de 1 año,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/27/2014 6:53:32,31 - 40 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,De 3501 a 4500,Maestría,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"En la universidad o instituto, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,No conozco,4 a 6 años,,,No,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/27/2014 8:34:58,24 - 30 años,--Seleccione--,1 a 3 años,Menos de 1 año,No conozco,4 a 6 años,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), jQuery",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, Blackberry, Firefox OS, iOS, Webapps móviles (en general), Windows Phone"
3/27/2014 9:31:39,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,4 a 6 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/27/2014 10:22:18,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,4 a 6 años,Más de 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Windows,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Más de 6 años,,,No,No conozco,Menos de 1 año,No conozco,No conozco,,,Webapps móviles (en general)
3/27/2014 10:25:07,17 - 23 años,Lima,No conozco,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"backbone.js, backbone.marionette.js (NUEVO), jQuery, jQuery UI, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,Android
3/27/2014 10:30:25,24 - 30 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,AngularJS (NUEVO),Masculino,Linux,"Documentación en la web, Cursos en línea",Menos de 1 año,Menos de 1 año,1 a 3 años,,,Sí,1 a 3 años,No conozco,No conozco,No conozco,,,"Android, Firefox OS"
3/27/2014 10:35:00,17 - 23 años,--Seleccione--,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"jQuery, Prototype",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,No,No conozco,No conozco,No conozco,No conozco,,,
3/27/2014 10:36:18,24 - 30 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,Menos de 1 año,1 a 3 años,,,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,,Android
3/27/2014 10:37:22,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,jQuery,Masculino,Windows,"En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,,Sí,No conozco,No conozco,No conozco,No conozco,,,Android
3/27/2014 10:37:45,17 - 23 años,--Seleccione--,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,jQuery,Masculino,Mac,"En la universidad o instituto, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Menos de 1 año,,,Sí,No conozco,1 a 3 años,No conozco,No conozco,,,"Android, iOS"
3/27/2014 10:40:11,24 - 30 años,Lima,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, backbone.js + chaplin.js (NUEVO), backbone.marionette.js (NUEVO), backbone.js + Thorax (NUEVO), ember.js (NUEVO), jQuery, jQuery UI, MooTools, script.aculo.us, zepto.js (NUEVO)",Femenino,Mac,"Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,,No,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, iOS, Webapps móviles (en general)"
3/27/2014 10:47:50,17 - 23 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,,,,,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,1 a 3 años,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,,"Android, Windows Phone"
3/27/2014 11:12:51,17 - 23 años,Lima,No conozco,No conozco,No conozco,No conozco,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,,,,,,,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,
3/27/2014 12:17:34,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,No,Menos de 1 año,No conozco,No conozco,No conozco,,,Android
3/27/2014 12:35:14,31 - 40 años,Cusco,1 a 3 años,No conozco,No conozco,No conozco,4 a 6 años,,No conozco,Menos de 1 año,No conozco,4 a 6 años,,,,,,,,Menos de 1500 soles,Maestría,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,No conozco,,,Sí,No conozco,No conozco,No conozco,No conozco,,,"Android, iOS, Webapps móviles (en general)"
3/27/2014 15:45:22,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,1 a 3 años,,1 a 3 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,De 2501 a 3500,En universidad o instituto,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js",Masculino,Mac,Documentación en la web,No conozco,No conozco,1 a 3 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,
3/27/2014 16:28:35,31 - 40 años,Lima,No conozco,No conozco,No conozco,No conozco,Más de 6 años,,Más de 6 años,Más de 6 años,No conozco,Más de 6 años,,,,,,,,Más de 10500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, zepto.js (NUEVO)",Masculino,Mac,"Seminarios web, Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,Más de 6 años,,,Sí,No conozco,No conozco,No conozco,No conozco,,,
3/27/2014 16:32:51,24 - 30 años,Arequipa,No conozco,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,1 a 3 años,No conozco,1 a 3 años,,,,,,,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,Menos de 1 año,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,,Android
3/27/2014 16:43:16,31 - 40 años,Áncash,No conozco,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,De 8501 a 9500,Graduado de universidad,Trabajo como independiente,"AngularJS (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,,,Android
3/27/2014 16:44:37,24 - 30 años,--Seleccione--,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,1 a 3 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,,,,,,,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, dojo, jQuery, jQuery UI, YUI",Masculino,Linux,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,4 a 6 años,,,Sí,4 a 6 años,1 a 3 años,No conozco,1 a 3 años,,,"Android, Firefox OS, Webapps móviles (en general)"
3/27/2014 16:48:53,24 - 30 años,Lima,No conozco,No conozco,No conozco,Menos de 1 año,4 a 6 años,,4 a 6 años,4 a 6 años,No conozco,4 a 6 años,,,,,,,,De 3501 a 4500,Graduado de universidad,Trabajo como dependiente,"AngularJS (NUEVO), dojo, jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,4 a 6 años,,,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,,"Android, Webapps móviles (en general)"
3/27/2014 16:49:01,31 - 40 años,Lima,No conozco,Menos de 1 año,No conozco,No conozco,No conozco,,4 a 6 años,4 a 6 años,No conozco,Más de 6 años,,,,,,,,Más de 10500,Maestría,Trabajo como dependiente e independiente,jQuery,Masculino,Mac,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,,Sí,No conozco,4 a 6 años,No conozco,No conozco,,,Webapps móviles (en general)
3/27/2014 17:36:07,24 - 30 años,Lima,No conozco,No conozco,No conozco,4 a 6 años,4 a 6 años,,4 a 6 años,Más de 6 años,1 a 3 años,Más de 6 años,,,,,,,,De 6501 a 7500,En universidad o instituto,Trabajo como independiente,"AngularJS (NUEVO), backbone.js, backbone.marionette.js (NUEVO), dojo, ember.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI, zepto.js (NUEVO)",Masculino,Linux,Documentación en la web,1 a 3 años,Menos de 1 año,Más de 6 años,,,Sí,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,,,"Android, Webapps móviles (en general)"
3/27/2014 17:45:14,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,,,,,,,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente e independiente,"AngularJS (NUEVO), backbone.js, jQuery",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Menos de 1 año,,,Sí,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,,
