"Timestamp","Edad","Departamento en el que vives actualmente","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP]","Qué lenguaje servidor prefieres","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos]","¿Cuál es tu ingreso mensual bruto en soles?","Grado de instrucción","Situación laboral","¿Qué frameworks de JavaScript conoces?","Sexo","¿Qué sistema operativo usas principalmente para desarrollo web?","¿A través de qué medios aprendes sobre desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript]","¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)]","En tu trabajo actual, ¿tu función principal es desarrollo web?","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)]","¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)]","¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]"
2/25/2012 1:41:48,"17 - 23 años","Lima","1 a 3 años","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","jQuery","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)","1 a 3 años","Menos de 1 año","1 a 3 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"1 año o menos"
2/25/2012 3:49:36,"31 - 40 años","Lima","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Más de 6 años",,"Menos de 1 año","4 a 6 años","1 a 3 años","Más de 6 años","4 a 6 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 año o menos",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores)","1 a 3 años","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/25/2012 9:54:14,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 año o menos","1 a 3 años","No conozco","No conozco","1 a 3 años",,"--Seleccione--","En universidad o instituto","No trabajo","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","Menos de 1 año","Menos de 1 año",,"No conozco","No","Menos de 1 año","No conozco","Menos de 1 año","No conozco",,"No conozco"
2/25/2012 10:32:00,"31 - 40 años","Puno","No conozco","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","1 año o menos","4 a 6 años","4 a 6 años","1 año o menos","1 año o menos","1 a 3 años",,"De 1501 a 2500","Maestría","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Linux","Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/25/2012 10:37:28,"17 - 23 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"No conozco","Menos de 1 año","No conozco","Menos de 1 año","1 año o menos","No conozco","No conozco","No conozco","No conozco","No conozco",,"Menos de 1500 soles","En universidad o instituto","No trabajo","jQuery","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea","No conozco","No conozco","No conozco",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"No conozco"
2/25/2012 12:50:41,"31 - 40 años","Lima","No conozco","No conozco","No conozco","No conozco","4 a 6 años",,"1 a 3 años","4 a 6 años","No conozco","4 a 6 años","1 a 3 años","1 año o menos","1 año o menos","No conozco","No conozco","No conozco",,"De 2501 a 3500","Maestría","Trabajo como independiente","backbone.js (NUEVO), jQuery, jQuery UI, Prototype, script.aculo.us","Masculino","Mac","Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","4 a 6 años","No conozco","Menos de 1 año",,"4 a 6 años"
2/25/2012 16:28:28,"17 - 23 años","Lima","4 a 6 años","No conozco","No conozco","1 a 3 años","1 a 3 años",,"1 a 3 años","4 a 6 años","4 a 6 años","Más de 6 años","4 a 6 años","4 a 6 años","Más de 6 años","No conozco","1 año o menos","1 a 3 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","backbone.js (NUEVO), jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","No conozco","Más de 6 años",,"No conozco","Sí","4 a 6 años","1 a 3 años","Menos de 1 año","Menos de 1 año",,"1 a 3 años"
2/25/2012 23:33:02,"17 - 23 años","--Seleccione--","No conozco","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 a 3 años","1 a 3 años","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","jQuery","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"4 a 6 años"
2/26/2012 0:13:12,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","No conozco",,"Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","1 año o menos","1 a 3 años","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI","Masculino","Windows","En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/26/2012 5:01:35,"17 - 23 años","Lima","Menos de 1 año","No conozco","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","1 a 3 años","1 a 3 años","1 a 3 años","1 año o menos","1 a 3 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","Menos de 1 año",,"1 año o menos","No","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco",,"4 a 6 años"
2/27/2012 11:21:08,"31 - 40 años","Lima","4 a 6 años","No conozco","No conozco","Más de 6 años","1 a 3 años",,"4 a 6 años","4 a 6 años","1 a 3 años","Más de 6 años","1 año o menos","Más de 6 años","4 a 6 años","No conozco","No conozco","4 a 6 años",,"De 3501 a 4500","Graduado de instituto","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI, Prototype, script.aculo.us","Masculino","Windows","Documentación en la web, Cursos en línea","Más de 6 años","1 a 3 años","Más de 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/27/2012 12:12:45,"17 - 23 años","Lambayeque","Menos de 1 año","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","Menos de 1 año","1 a 3 años","Menos de 1 año","4 a 6 años","1 año o menos","1 año o menos","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como dependiente e independiente","jQuery","Femenino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"No conozco"
2/27/2012 15:33:58,"24 - 30 años","Lima","No conozco","Menos de 1 año","No conozco","1 a 3 años","Más de 6 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","Más de 6 años","1 a 3 años","Más de 6 años","No conozco","No conozco","1 año o menos","1 a 3 años",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","Más de 6 años",,"1 año o menos","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"Más de 6 años"
2/27/2012 15:34:05,"24 - 30 años","La Libertad","No conozco","Menos de 1 año","No conozco","4 a 6 años","4 a 6 años",,"1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","No conozco","4 a 6 años","1 a 3 años","No conozco","No conozco","4 a 6 años",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, Cursos en línea","4 a 6 años","Menos de 1 año","4 a 6 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","Menos de 1 año","No conozco",,"4 a 6 años"
2/27/2012 15:43:40,"17 - 23 años","--Seleccione--","Menos de 1 año","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"4 a 6 años","1 a 3 años","No conozco","4 a 6 años","1 a 3 años","4 a 6 años","1 a 3 años","No conozco","No conozco","4 a 6 años",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente","dojo, jQuery, jQuery UI, Prototype, YUI, ExtJs","Masculino","Linux","Documentación en la web","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/27/2012 18:46:04,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","4 a 6 años","No conozco",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","1 a 3 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, YUI","Masculino","Linux","Documentación en la web","1 a 3 años","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/27/2012 20:13:10,"17 - 23 años","Lambayeque","Menos de 1 año","Menos de 1 año","No conozco","1 a 3 años","4 a 6 años",,"Menos de 1 año","1 a 3 años","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años","1 año o menos","1 año o menos","1 a 3 años","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","backbone.js (NUEVO), dojo, jQuery, jQuery UI","Masculino","Linux","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","1 a 3 años","4 a 6 años",,"1 a 3 años","Sí","1 a 3 años","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"4 a 6 años"
2/27/2012 20:37:58,"24 - 30 años","Lima","No conozco","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año",,"1 a 3 años","1 a 3 años","Más de 6 años","1 a 3 años","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 2501 a 3500","Graduado de instituto","Trabajo como dependiente e independiente","backbone.js (NUEVO), jQuery, MooTools, Prototype","Masculino","Mac","Libros, revistas y otras publicaciones impresas","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","1 a 3 años","No conozco","Menos de 1 año",,"Más de 6 años"
2/27/2012 21:01:56,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","4 a 6 años","Menos de 1 año",,"4 a 6 años","4 a 6 años","Menos de 1 año","4 a 6 años","No conozco","1 año o menos","1 año o menos","No conozco","No conozco","4 a 6 años",,"De 2501 a 3500","Graduado de universidad","Trabajo como dependiente","jQuery, jQuery UI, YUI","Masculino","Linux","Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/27/2012 21:33:54,"24 - 30 años","Lima","No conozco","No conozco","No conozco","No conozco","No conozco",,"No conozco","Menos de 1 año","No conozco","Menos de 1 año","1 a 3 años","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente","backbone.js (NUEVO), jQuery UI, Prototype, script.aculo.us","Masculino","Windows","Seminarios web, Documentación en la web, En la universidad o instituto, Cursos en línea","No conozco","No conozco","No conozco",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/27/2012 21:58:28,"17 - 23 años","Lima","1 a 3 años","No conozco","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","4 a 6 años","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI, MooTools","Femenino","Mac","Documentación en la web, En grupos de amigos o compañeros de trabajo","1 a 3 años","1 a 3 años","1 a 3 años",,"No conozco","No","No conozco","No conozco","Menos de 1 año","No conozco",,"No conozco"
2/27/2012 22:19:32,"31 - 40 años","--Seleccione--","No conozco","No conozco","No conozco","1 a 3 años","Más de 6 años",,"1 a 3 años","4 a 6 años","4 a 6 años","Más de 6 años","Más de 6 años","1 año o menos","4 a 6 años","No conozco","No conozco","4 a 6 años",,"De 1501 a 2500","Maestría","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Windows","Seminarios web, Documentación en la web","No conozco","No conozco","Más de 6 años",,"No conozco","No","No conozco","No conozco","No conozco","Menos de 1 año",,"Más de 6 años"
2/28/2012 0:01:27,"51+ años","Lima","No conozco","No conozco","No conozco","No conozco","No conozco",,"No conozco","No conozco","No conozco","4 a 6 años","No conozco","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 6501 a 7500","En universidad o instituto","Trabajo como independiente",,"Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas","No conozco","No conozco","No conozco",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"Más de 6 años"
2/28/2012 12:14:20,"31 - 40 años","Lima","No conozco","Menos de 1 año","No conozco","4 a 6 años","4 a 6 años",,"4 a 6 años","4 a 6 años","1 a 3 años","4 a 6 años","4 a 6 años","No conozco","No conozco","No conozco","No conozco","No conozco",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","backbone.js (NUEVO), jQuery, Prototype, script.aculo.us","Masculino","Windows","Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo","1 a 3 años","Menos de 1 año","4 a 6 años",,"No conozco","No","1 a 3 años","1 a 3 años","No conozco","No conozco",,"4 a 6 años"
2/28/2012 16:22:16,"17 - 23 años","Lima","No conozco","No conozco","No conozco","No conozco","1 a 3 años",,"1 a 3 años","1 a 3 años","No conozco","1 a 3 años","No conozco","1 año o menos","No conozco","No conozco","1 año o menos","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","1 a 3 años",,"1 año o menos","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"1 año o menos"
2/28/2012 16:41:20,"24 - 30 años","--Seleccione--","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","4 a 6 años","1 año o menos","1 año o menos","4 a 6 años","No conozco","No conozco","1 a 3 años",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI, MooTools, Prototype, YUI","Masculino","Windows","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"Más de 6 años"
2/28/2012 16:50:45,"24 - 30 años","Lima","No conozco","No conozco","No conozco","4 a 6 años","4 a 6 años",,"Menos de 1 año","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años","1 año o menos","1 año o menos","1 año o menos","4 a 6 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como independiente","jQuery, jQuery UI, MooTools, Prototype","Masculino","Windows","Documentación en la web","1 a 3 años","Menos de 1 año","4 a 6 años",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"4 a 6 años"
2/28/2012 16:51:49,"31 - 40 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","Más de 6 años",,"1 a 3 años","4 a 6 años","No conozco","Más de 6 años","Más de 6 años","1 año o menos","Más de 6 años","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como independiente","jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, Cursos en línea","Menos de 1 año","No conozco","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/28/2012 16:53:09,"24 - 30 años","Lima","1 a 3 años","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años","1 a 3 años","1 a 3 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","jQuery, jQuery UI","Masculino","Windows","Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","No conozco","No conozco",,"1 a 3 años"
2/28/2012 17:02:52,"24 - 30 años","Junín","Menos de 1 año","No conozco","No conozco","Menos de 1 año","Menos de 1 año",,"No conozco","1 a 3 años","1 a 3 años","4 a 6 años","1 a 3 años","No conozco","1 a 3 años","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","Graduado de universidad","Trabajo como independiente","jQuery","Masculino","Windows","En la universidad o instituto","4 a 6 años","1 a 3 años","1 a 3 años",,"No conozco","Sí","No conozco","No conozco","No conozco","No conozco",,"1 a 3 años"
2/28/2012 17:09:01,"24 - 30 años","Lima","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","4 a 6 años",,"1 a 3 años","1 a 3 años","Menos de 1 año","4 a 6 años","1 a 3 años","1 año o menos","1 año o menos","1 año o menos","1 año o menos","1 año o menos",,"De 2501 a 3500","Graduado de instituto","Trabajo como dependiente","dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","Menos de 1 año","4 a 6 años",,"1 año o menos","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"1 a 3 años"
2/28/2012 17:10:23,"17 - 23 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","Más de 6 años","1 año o menos","1 año o menos","1 año o menos","No conozco","1 a 3 años","1 a 3 años",,"De 1501 a 2500","En universidad o instituto","Trabajo como dependiente e independiente","dojo, jQuery, jQuery UI","Masculino","Linux","Documentación en la web, Libros, revistas y otras publicaciones impresas","No conozco","No conozco","4 a 6 años",,"No conozco","Sí","1 a 3 años","Menos de 1 año","No conozco","Menos de 1 año",,"4 a 6 años"
2/28/2012 17:34:23,"24 - 30 años","Lima","Menos de 1 año","No conozco","No conozco","No conozco","1 a 3 años",,"Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","1 a 3 años","No conozco","1 año o menos","1 año o menos","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como dependiente e independiente","jQuery, jQuery UI, MooTools, Prototype","Masculino","Windows","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","No conozco",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco",,"1 a 3 años"
2/28/2012 17:42:18,"17 - 23 años","Cusco","No conozco","No conozco","No conozco","Menos de 1 año","1 a 3 años",,"Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año","1 año o menos","1 año o menos","1 año o menos","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","No trabajo","jQuery, script.aculo.us","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, ebooks","No conozco","No conozco","Menos de 1 año",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"1 año o menos"
2/28/2012 17:44:06,"17 - 23 años","--Seleccione--","1 a 3 años","No conozco","No conozco","1 a 3 años","Menos de 1 año",,"No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","1 año o menos","No conozco","1 a 3 años","No conozco","No conozco","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","No trabajo","jQuery","Masculino","Windows","Seminarios web, En la universidad o instituto","Menos de 1 año","No conozco","Menos de 1 año",,"No conozco","No","No conozco","No conozco","No conozco","No conozco",,"1 año o menos"
2/28/2012 17:58:39,"24 - 30 años","Lima","No conozco","No conozco","No conozco","Menos de 1 año","4 a 6 años",,"4 a 6 años","4 a 6 años","Menos de 1 año","Más de 6 años","1 año o menos","1 año o menos","No conozco","No conozco","1 año o menos","1 año o menos",,"De 1501 a 2500","Maestría","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","4 a 6 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","No conozco","Menos de 1 año",,"Más de 6 años"
2/28/2012 19:19:39,"24 - 30 años","Junín","No conozco","No conozco","No conozco","No conozco","Más de 6 años",,"Más de 6 años","Más de 6 años","No conozco","Más de 6 años","1 año o menos","1 a 3 años","1 año o menos","1 año o menos","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de universidad","Trabajo como independiente","jQuery, jQuery UI, MooTools, Prototype","Masculino","Linux","Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","1 a 3 años","1 a 3 años","4 a 6 años",,"No conozco","Sí","4 a 6 años","Menos de 1 año","No conozco","Menos de 1 año",,"Más de 6 años"
2/29/2012 0:47:00,"24 - 30 años","Lima","1 a 3 años","Menos de 1 año","No conozco","1 a 3 años","1 a 3 años",,"1 a 3 años","4 a 6 años","No conozco","4 a 6 años","4 a 6 años","4 a 6 años","4 a 6 años","No conozco","1 a 3 años","1 a 3 años",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente e independiente","jQuery, jQuery UI","Masculino","Linux","Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","Menos de 1 año","No conozco","4 a 6 años",,"1 año o menos","No","1 a 3 años","Menos de 1 año","No conozco","No conozco",,"4 a 6 años"
2/29/2012 1:14:11,"31 - 40 años","Lima","Menos de 1 año","1 a 3 años","Menos de 1 año","1 a 3 años","Más de 6 años",,"1 a 3 años","4 a 6 años","Menos de 1 año","4 a 6 años","1 a 3 años","1 a 3 años","No conozco","No conozco","No conozco","1 a 3 años",,"De 4501 a 5500","Graduado de instituto","Trabajo como dependiente e independiente","jQuery","Masculino","Linux","Seminarios web, Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)","No conozco","No conozco","4 a 6 años",,"No conozco","Sí","No conozco","No conozco","No conozco","Menos de 1 año",,"1 a 3 años"
2/29/2012 10:02:24,"24 - 30 años","--Seleccione--","Menos de 1 año","No conozco","Menos de 1 año","Menos de 1 año","No conozco",,"No conozco","Menos de 1 año","Menos de 1 año","Menos de 1 año","No conozco","1 año o menos","1 año o menos","No conozco","No conozco","1 año o menos",,"Menos de 1500 soles","En universidad o instituto","Trabajo como dependiente","jQuery UI","Femenino","Linux","Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo","No conozco","No conozco","No conozco",,"No conozco","Sí","Menos de 1 año","No conozco","No conozco","No conozco",,"1 a 3 años"
2/29/2012 10:40:44,"24 - 30 años","Callao","1 a 3 años","No conozco","Menos de 1 año","No conozco","No conozco",,"1 a 3 años","1 a 3 años","Menos de 1 año","1 a 3 años","1 año o menos","1 año o menos","1 a 3 años","No conozco","No conozco","1 año o menos",,"De 1501 a 2500","Graduado de instituto","Trabajo como dependiente","backbone.js (NUEVO), jQuery, jQuery UI, YUI","Masculino","Windows","Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea","No conozco","No conozco","1 a 3 años",,"No conozco","Sí","Menos de 1 año","Menos de 1 año","Menos de 1 año","Menos de 1 año",,"1 a 3 años"
