Timestamp,Edad,Departamento en el que vives actualmente,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ASP.NET],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [CGI / Perl ],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [ColdFusion],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Java],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [PHP],Qué lenguaje servidor prefieres,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [AJAX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [CSS],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Flash/ActionScript],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Dreamweaver],"¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Eclipse (o derivados, como Aptana)]",¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Visual Studio],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Komodo],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [kompoZer],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [NetBeans],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor de textos],¿Cuál es tu ingreso mensual bruto en soles?,Grado de instrucción,Situación laboral,¿Qué frameworks de JavaScript conoces?,Sexo,¿Qué sistema operativo usas principalmente para desarrollo web?,¿A través de qué medios aprendes sobre desarrollo web?,¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Java (Applet)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaFX],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [JavaScript],¿Qué experiencia tienes con los siguientes lenguajes de cliente? [HTML/XHTML],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [BlueGriffon (NUEVO)],"En tu trabajo actual, ¿tu función principal es desarrollo web?",¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Python],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [Ruby],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Silverlight],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de servidor? [node.js (NUEVO)],¿Qué experiencia tienes con los siguientes lenguajes o tecnologías de cliente? [Dart (NUEVO)],¿Qué experiencia tienes con los siguientes entornos de desarrollo (IDE)? [Editor simple de textos]
41370.1882523148,24 - 30 años,Lima,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,Más de 6 años,,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,4 a 6 años,4 a 6 años,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Windows,"Seminarios web, Documentación en la web, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Más de 6 años,,No conozco,No,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,Más de 6 años
41370.2087962963,24 - 30 años,Callao,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,Menos de 1 año,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,No conozco,1 a 3 años,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, ExtJS",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Más de 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41370.2587268519,24 - 30 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,4 a 6 años,,No conozco,No conozco,No conozco,1 a 3 años,No conozco,1 año o menos,No conozco,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,En universidad o instituto,No trabajo,,Masculino,Windows,Documentación en la web,No conozco,No conozco,No conozco,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41370.3371296296,31 - 40 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 año o menos,1 año o menos,1 a 3 años,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,1 año o menos
41370.3524537037,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,4 a 6 años,4 a 6 años,No conozco,No conozco,4 a 6 años,,De 9501 a 10500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, Prototype",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",4 a 6 años,1 a 3 años,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,1 a 3 años,Menos de 1 año,,4 a 6 años
41370.3934490741,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,4 a 6 años,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,4 a 6 años,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,No conozco,Menos de 1 año,Menos de 1 año,,1 año o menos
41370.4483680556,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,No conozco,4 a 6 años,,1 a 3 años,Más de 6 años,4 a 6 años,Más de 6 años,Más de 6 años,1 a 3 años,1 año o menos,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, YUI",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,4 a 6 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,Más de 6 años
41370.4530555556,17 - 23 años,Lima,1 a 3 años,No conozco,No conozco,1 a 3 años,Menos de 1 año,,No conozco,Menos de 1 año,No conozco,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,No conozco,No conozco,No conozco,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, En la universidad o instituto, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,No conozco,,1 año o menos
41370.4535069444,24 - 30 años,Lima,1 a 3 años,Menos de 1 año,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,1 a 3 años,1 año o menos,4 a 6 años,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, MooTools",Masculino,Windows,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,Menos de 1 año,No conozco,,4 a 6 años
41370.4544907407,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,No conozco,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,,Masculino,Windows,"En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores)",No conozco,No conozco,No conozco,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,No conozco
41370.4584722222,17 - 23 años,Junín,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco,4 a 6 años,Menos de 1 año,4 a 6 años,No conozco,1 año o menos,1 año o menos,1 año o menos,No conozco,1 año o menos,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Linux,"Seminarios web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,No conozco,,No conozco,Sí,1 a 3 años,No conozco,No conozco,No conozco,,1 a 3 años
41370.4839236111,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,1 a 3 años,4 a 6 años,No conozco,Más de 6 años,No conozco,1 a 3 años,1 a 3 años,No conozco,No conozco,1 año o menos,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, Angular.js",Masculino,Linux,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,No conozco,1 a 3 años,,1 año o menos,Sí,4 a 6 años,Menos de 1 año,No conozco,No conozco,,4 a 6 años
41370.5010532407,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"dojo, jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,Documentación en la web,No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,1 a 3 años
41370.5406134259,24 - 30 años,Lima,No conozco,No conozco,No conozco,1 a 3 años,No conozco,,No conozco,No conozco,No conozco,No conozco,No conozco,No conozco,No conozco,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,En universidad o instituto,Trabajo como independiente,ninguno,Masculino,Windows,En la universidad o instituto,No conozco,No conozco,Menos de 1 año,,No conozco,No,No conozco,No conozco,No conozco,No conozco,,No conozco
41370.5538425926,17 - 23 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Más de 6 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,No conozco,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI",Masculino,Windows,Documentación en la web,No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,Menos de 1 año,No conozco,Más de 6 años,,1 a 3 años
41370.5540277778,24 - 30 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,1 año o menos,1 año o menos,No conozco,1 año o menos,No conozco,1 año o menos,,De 1501 a 2500,Escolar,Trabajo como dependiente e independiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, YUI",Masculino,Linux,"Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,4 a 6 años
41370.6038310185,24 - 30 años,Arequipa,1 a 3 años,No conozco,No conozco,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"backbone.js (NUEVO), jQuery, Prototype",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,Menos de 1 año,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,Menos de 1 año,Menos de 1 año,,1 a 3 años
41370.615775463,41 - 50 años,Lima,No conozco,Más de 6 años,No conozco,1 a 3 años,4 a 6 años,,4 a 6 años,4 a 6 años,Más de 6 años,Más de 6 años,Más de 6 años,No conozco,No conozco,1 año o menos,1 año o menos,No conozco,,De 1501 a 2500,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Femenino,Windows,"Documentación en la web, autodidacta",Más de 6 años,No conozco,4 a 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41370.634212963,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,No conozco,1 a 3 años,,1 a 3 años,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,1 año o menos,No conozco,No conozco,No conozco,No conozco,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, script.aculo.us",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,1 a 3 años,,No conozco,No,No conozco,No conozco,Menos de 1 año,No conozco,,1 a 3 años
41370.7427430556,24 - 30 años,Puno,No conozco,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 a 3 años,1 año o menos,No conozco,1 a 3 años,1 año o menos,1 año o menos,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Linux,auto  formacion,1 a 3 años,1 a 3 años,1 a 3 años,,1 año o menos,Sí,Menos de 1 año,Menos de 1 año,1 a 3 años,No conozco,,1 a 3 años
41370.75625,17 - 23 años,Lima,No conozco,No conozco,No conozco,No conozco,No conozco,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,No conozco,No conozco,No conozco,No conozco,No conozco,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente,jQuery,Masculino,Windows,"Seminarios web, Documentación en la web, Cursos en línea",No conozco,No conozco,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,No conozco
41370.7848263889,31 - 40 años,Lima,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,4 a 6 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,No conozco,1 a 3 años,No conozco,No conozco,No conozco,4 a 6 años,,De 3501 a 4500,En universidad o instituto,Trabajo como dependiente,"backbone.js (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,4 a 6 años,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,4 a 6 años
41370.8304050926,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,No conozco,4 a 6 años,1 a 3 años,4 a 6 años,4 a 6 años,No conozco,1 año o menos,No conozco,No conozco,No conozco,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente e independiente,jQuery,Masculino,Windows,"Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,Menos de 1 año,Menos de 1 año,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,4 a 6 años
41370.8516435185,24 - 30 años,Lima,1 a 3 años,No conozco,No conozco,No conozco,1 a 3 años,,1 a 3 años,4 a 6 años,4 a 6 años,Más de 6 años,4 a 6 años,1 año o menos,1 a 3 años,1 año o menos,No conozco,1 año o menos,,De 2501 a 3500,Graduado de instituto,Trabajo como dependiente e independiente,"jQuery, MooTools",Masculino,Windows,"Seminarios web, Documentación en la web, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,4 a 6 años
41370.9340277778,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,Graduado de instituto,Trabajo como dependiente,"jQuery, jQuery UI, MooTools, YUI",Masculino,Windows,"Documentación en la web, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,Menos de 1 año,No conozco,No conozco,Menos de 1 año,,1 a 3 años
41371.0106134259,24 - 30 años,Junín,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,No conozco,1 año o menos,1 año o menos,1 año o menos,1 año o menos,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,1 a 3 años,,No conozco,Sí,1 a 3 años,No conozco,No conozco,No conozco,,1 a 3 años
41371.0755439815,24 - 30 años,Huancavelica,1 a 3 años,Menos de 1 año,Menos de 1 año,1 a 3 años,1 a 3 años,,1 a 3 años,1 a 3 años,4 a 6 años,4 a 6 años,Más de 6 años,1 año o menos,1 a 3 años,No conozco,No conozco,Más de 6 años,,De 1501 a 2500,En universidad o instituto,Trabajo como independiente,"dojo, jQuery, MooTools, Prototype, script.aculo.us",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea",Más de 6 años,4 a 6 años,4 a 6 años,,No conozco,No,Menos de 1 año,Menos de 1 año,Menos de 1 año,No conozco,,Más de 6 años
41371.0882175926,24 - 30 años,La Libertad,Menos de 1 año,No conozco,No conozco,1 a 3 años,1 a 3 años,,Menos de 1 año,1 a 3 años,No conozco,1 a 3 años,1 año o menos,1 a 3 años,1 año o menos,No conozco,No conozco,1 a 3 años,,Menos de 1500 soles,Graduado de universidad,Trabajo como independiente,"jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea",No conozco,No conozco,1 a 3 años,,No conozco,Sí,1 a 3 años,Menos de 1 año,No conozco,No conozco,,No conozco
41371.5539351852,41 - 50 años,Lima,Menos de 1 año,No conozco,No conozco,4 a 6 años,Menos de 1 año,,Menos de 1 año,1 a 3 años,Menos de 1 año,1 a 3 años,1 a 3 años,4 a 6 años,1 año o menos,No conozco,No conozco,1 a 3 años,,De 2501 a 3500,Graduado de instituto,Trabajo como independiente,"dojo, jQuery, jQuery UI",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",1 a 3 años,Menos de 1 año,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 a 3 años
41371.6030324074,17 - 23 años,Lima,No conozco,Menos de 1 año,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,4 a 6 años,1 a 3 años,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,4 a 6 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente e independiente,"jQuery, jQuery UI",Masculino,Linux,"Seminarios web, Documentación en la web, En la universidad o instituto, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",Menos de 1 año,Menos de 1 año,1 a 3 años,,No conozco,Sí,Menos de 1 año,Menos de 1 año,No conozco,No conozco,,1 a 3 años
41371.6251273148,24 - 30 años,Callao,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,Más de 6 años,,1 a 3 años,Más de 6 años,Más de 6 años,Más de 6 años,Más de 6 años,No conozco,1 a 3 años,No conozco,No conozco,1 año o menos,,Menos de 1500 soles,En universidad o instituto,Trabajo como dependiente e independiente,"jQuery, jQuery UI, MooTools, Prototype, script.aculo.us, ExtJS",Masculino,Windows,"Documentación en la web, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,Más de 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41371.7884722222,17 - 23 años,--Seleccione--,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,4 a 6 años,4 a 6 años,Menos de 1 año,4 a 6 años,1 año o menos,1 año o menos,1 a 3 años,No conozco,No conozco,1 año o menos,,De 1501 a 2500,En universidad o instituto,Trabajo como independiente,"backbone.js (NUEVO), jQuery, jQuery UI",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,4 a 6 años,,No conozco,Sí,No conozco,1 a 3 años,No conozco,No conozco,,No conozco
41371.7903240741,24 - 30 años,Lima,4 a 6 años,1 a 3 años,No conozco,4 a 6 años,1 a 3 años,,4 a 6 años,Más de 6 años,1 a 3 años,Más de 6 años,1 a 3 años,1 año o menos,4 a 6 años,No conozco,No conozco,1 a 3 años,,De 6501 a 7500,Graduado de universidad,Trabajo como dependiente,"backbone.js (NUEVO), jQuery",Masculino,Mac,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, Comunidades locales de desarrolladores (NUEVO)",Menos de 1 año,No conozco,4 a 6 años,,No conozco,Sí,1 a 3 años,Más de 6 años,1 a 3 años,Menos de 1 año,,Más de 6 años
41371.793599537,31 - 40 años,Lima,1 a 3 años,1 a 3 años,No conozco,4 a 6 años,4 a 6 años,,4 a 6 años,4 a 6 años,Menos de 1 año,Más de 6 años,1 a 3 años,4 a 6 años,Más de 6 años,1 año o menos,No conozco,4 a 6 años,,De 7501 a 8500,Graduado de universidad,Trabajo como independiente,"backbone.js (NUEVO), jQuery, jQuery UI, ExtJS, Require",Masculino,Windows,"Documentación en la web, Cursos en línea",Menos de 1 año,No conozco,Más de 6 años,,No conozco,Sí,1 a 3 años,Menos de 1 año,No conozco,Menos de 1 año,,Más de 6 años
41371.794212963,17 - 23 años,Lima,1 a 3 años,No conozco,No conozco,Menos de 1 año,Menos de 1 año,,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,1 año o menos,1 año o menos,1 año o menos,No conozco,No conozco,1 año o menos,,De 1501 a 2500,En universidad o instituto,Trabajo como dependiente,"jQuery, jQuery UI",Masculino,Windows,"En la universidad o instituto, Libros, revistas y otras publicaciones impresas, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,No conozco,,1 año o menos,Sí,No conozco,No conozco,No conozco,No conozco,,1 año o menos
41371.7944097222,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,1 a 3 años,,1 a 3 años,1 a 3 años,Menos de 1 año,1 a 3 años,1 año o menos,1 año o menos,1 año o menos,1 año o menos,1 año o menos,1 a 3 años,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente,"backbone.js (NUEVO), dojo, jQuery, jQuery UI, YUI",Masculino,Windows,"Seminarios web, Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos de educación continua (fuera de los planes de estudio superiores), Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,1 año o menos,Sí,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 a 3 años
41371.8052314815,24 - 30 años,Lima,Menos de 1 año,No conozco,No conozco,1 a 3 años,Más de 6 años,,Más de 6 años,1 a 3 años,Menos de 1 año,4 a 6 años,1 a 3 años,1 a 3 años,1 a 3 años,No conozco,No conozco,Más de 6 años,,De 6501 a 7500,Graduado de universidad,Trabajo como dependiente e independiente,"backbone.js (NUEVO), jQuery, jQuery UI",Masculino,Mac,Documentación en la web,Menos de 1 año,No conozco,1 a 3 años,,No conozco,No,Menos de 1 año,Menos de 1 año,No conozco,Menos de 1 año,,1 año o menos
41371.8053703704,31 - 40 años,Callao,1 a 3 años,No conozco,No conozco,No conozco,Más de 6 años,,4 a 6 años,Más de 6 años,No conozco,Más de 6 años,4 a 6 años,No conozco,1 a 3 años,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de instituto,Trabajo como dependiente,"dojo, jQuery, Prototype",Masculino,Linux,"Documentación en la web, En la universidad o instituto, Cursos en línea, En grupos de amigos o compañeros de trabajo",No conozco,No conozco,Más de 6 años,,No conozco,Sí,No conozco,No conozco,No conozco,No conozco,,Más de 6 años
41371.8061805556,24 - 30 años,--Seleccione--,No conozco,Menos de 1 año,No conozco,Menos de 1 año,1 a 3 años,,Menos de 1 año,1 a 3 años,4 a 6 años,Más de 6 años,Más de 6 años,4 a 6 años,Más de 6 años,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"dojo, jQuery, jQuery UI, Prototype",Masculino,Linux,"Documentación en la web, Libros, revistas y otras publicaciones impresas, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,No,1 a 3 años,1 a 3 años,No conozco,Menos de 1 año,,Más de 6 años
41371.8071990741,17 - 23 años,Lima,Menos de 1 año,No conozco,No conozco,Menos de 1 año,4 a 6 años,,1 a 3 años,4 a 6 años,Menos de 1 año,4 a 6 años,1 a 3 años,1 año o menos,1 año o menos,No conozco,No conozco,1 a 3 años,,De 1501 a 2500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, MooTools, Prototype",Masculino,Windows,"Documentación en la web, En la universidad o instituto, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,No conozco,No conozco,Menos de 1 año,,No conozco
41371.8236805556,24 - 30 años,Lima,No conozco,No conozco,No conozco,No conozco,Menos de 1 año,,Menos de 1 año,4 a 6 años,4 a 6 años,4 a 6 años,Más de 6 años,1 a 3 años,No conozco,1 a 3 años,No conozco,No conozco,,De 2501 a 3500,Graduado de universidad,Trabajo como dependiente,"jQuery, jQuery UI, MooTools, YUI",Femenino,Windows,"Seminarios web, Documentación en la web, Cursos en línea, En grupos de amigos o compañeros de trabajo, Comunidades locales de desarrolladores (NUEVO)",No conozco,No conozco,1 a 3 años,,No conozco,Sí,No conozco,1 a 3 años,No conozco,Menos de 1 año,,Más de 6 años
